titulo,ano_lancamento,generos,rating,num_avaliacoes,imagem,descricao,metadata
Cerimônia Mortal,2006,[],,0,,"Em seu mais novo caso, Eve Dallas - detetive do Departamento de Homicídios da Cidade de Nova York - descobre que, mesmo perto do fim do século 21, velhas crenças ainda se mantêm intactas. Investigando a morte de um colega policial, Eve se vê obrigada a colocar a ética profissional acima de qualquer relação emocional. No entanto, quando encontra um cadáver na porta de sua casa, percebe que aquela pode ser uma ameaça bem pessoal. Ao lado do marido Roarke, ela se vê envolvida em uma aventura além da compreensão humana, no limite entre o bem e o mal.","{'autor': 'Desconhecido', 'isbn': '8528611795', 'editora': 'Bertrand Brasil'}"
Vingança Mortal,2006,"['Novela de misterio', 'Women detectives', 'Mujeres detectives', 'Eve Dallas (Fictitious character)', 'Policewomen']",,0,,"No mais recente caso da tenente Eve Dallas, entra em cena um louco altamente especializado em eletrônica. Ele tem o cérebro de um gênio... mas o coração de um assassino que assombra a policia com charadas e pistas codificadas a respeito dos crimes que está prestes a cometer. Mas essas charadas são sempre decifradas tarde demais, momentos depois de a vítima ser assassinada. Dallas encontrou o primeiro morto esquartejado no apartamento onde ele morava. O segundo, num luxuoso apartamento anunciado para locação. A única ligação entre os dois homens é um segredo assustador, algo ocorrido há dez anos. Um mistério compartilhado por... Roarke, marido da tenente.","{'autor': 'Nora Roberts', 'isbn': '8528612015', 'editora': 'Bertrand Brasil'}"
Crimes Cruzados,2004,[],,0,https://covers.openlibrary.org/b/id/4918846-L.jpg,"""Crimes Cruzados"" narra a investigação sobre o assassinato de um editor de palavras cruzadas de um jornal. Antes de morrer, a vítima é chantageada pelo assassino, que suspeita do seu envolvimento com o roubo de peças raras de um museu no Egito. A mãe do editor, desconfiada de que a morte do filho não foi natural, contrata o detetive particular Rosco Polycrates para investigar o caso. Junto com a editora de palavras cruzadas de um jornal rival, o detetive descobre que uma série de palavras cruzadas - criadas pela vítima antes de morrer - pode ajudar a desvendar o crime. A dupla, junto com os leitores, averigua todas as pistas e mata a charada!","{'autor': 'Desconhecido', 'isbn': '8500014946', 'editora': 'Ediouro'}"
O Fio do Destino,1996,[],,0,,"No Emaranhado das Sensações, o Reconhecimento do Poder de Criar Nossas Proprias Vivencias, nos Limites das Leis da Vida. Para uns e um Jogo, Para Outros e Carregar a Espada da Luta no fio do Destino.","{'autor': 'Zibia Gasparetto', 'isbn': '8585872063', 'editora': 'Vida E Consciencia'}"
Esmeralda,1999,['Spirit writings'],,0,https://covers.openlibrary.org/b/id/12136293-L.jpg,"Romance espírita ditado por Lucius. A vaidade tem um preço que o orgulho sempre paga. Foi em Valença, na Espanha, que a cigana Esmeralda encontrou o amor que arrastou consigo pela vida afora, um amor predestinado.","{'autor': 'Zibia Gasparetto', 'isbn': '8585872047', 'editora': 'Espaço Vida & Consciência'}"
A BEIRA DA LOUCURA DESCAMINHOS DA PAIXAO,,[],,0,,"No sertão da Bahia, Cida foi encontrada quase morta. Ao se recuperar, constatou que não lembrava do que lhe havia acontecido e o que estava fazendo naquele lugar, naquelas condições. Passou um longo tempo à procura dessas respostas. Somente amigos, tanto encarnados como desencarnados, poderiam ajudá-la. Enquanto tentava descobrir, recebeu ensinamentos espirituais preciosos, que a fizeram entender o que alguém é capaz de fazer por ciúmes. Somente o perdão poderia ajudá-la a seguir em frente. Descobriu, também, que a rejeição poder levar qualquer um À Beira da Loucura.","{'autor': 'Desconhecido', 'isbn': '9788599355107', 'editora': 'Desconhecida'}"
Eu Vi um Novo Mundo Nascer,2001,[],,0,,"Este livro é uma antologia de textos que falam da juventude do autor, da guerra, das greves operárias e da situação política nos Estados Unidos, do México de Pancho Villa, da Rússia revolucionária. Exemplos de alguns de seus melhores artigos, foram redigidos para as revistas The Masses Metropolitam, Seven Arts e Liberator. Belissimamanete escrito, carregado de emoção e de fina ironia - mas com o olho crítico do autor fixo na dura realidade vivida no início do século passado - este livro se revela assustadoramente atual. Uma lição de ética e de jornalismo.","{'autor': 'Desconhecido', 'isbn': '8585934751', 'editora': 'Boitempo Editorial'}"
Almanaque de Harry Potter e Outros Bruxos,2005,[],,0,,"Era uma vez um garoto comum, que se esforçava para agüentar seus tios e o primo, que não perdiam uma oportunidade de deixá-lo pra baixo. Mas, ao fazer 11 anos, seu verdadeiro destino é finalmente revelado: o menino pode ser o maior bruxo de sua época! Essa é a história de Harry Potter, criada pela escritora inglesa J.K. Rowling, que conquistou milhões de fãs em todo o mundo. Mas por que justamente Harry foi escolhido para essa missão?","{'autor': 'Desconhecido', 'isbn': '8587537377', 'editora': 'Panda Books'}"
Princesa dos Encantos,2000,[],,0,,"A Princesa dos Encantos é um romance que se passa há muito tempo e nos remete a uma época mítica, impossível de ser detectada nos livros de História. Rubens Saraceni, inspirado por Pai Benedito de Aruanda, nos mostra a lapidação de uma alma, tal qual um diamante bruto, e a sua trajetória rumo à Luz!","{'autor': 'Desconhecido', 'isbn': '8573743700', 'editora': 'Madras'}"
Beco da Solidão,2000,[],,0,,"Romance espírita ditado para a médium Creusa pelo espírito do dr. Valcourt sobre a vida de quatro miseráveis que enfrentam durante 20 anos as piores condições de subsistência possíveis, mergulhados nos vícios, até que encontram a salvação depois de entregarem a alma a Deus.","{'autor': 'Desconhecido', 'isbn': '8587210041', 'editora': 'J.S.'}"
B.J. Duarte,2007,"['Interviews', 'Motion picture producers and directors', 'Photographers', 'Pictorial works', 'Street photography']",,0,,"A obra do fotógrafo paulista Benedito Junqueira Duarte (1910-1995) é reunida pela primeira vez em livro. Sua produção é significativa na história da fotografia brasileira. Além de atuar como fotógrafo, Duarte produziu mais de quinhentos filmes e publicou críticas cinematográfica por quase trinta anos no jornal O Estado de S. Paulo, na revista Anhembi e nas publicações do Grupo Folha. A passagem pela Seção de Iconografia do Departamento de Cultura da cidade de São Paulo, a convite de Mário de Andrade, foi definitiva para sua experiência artística e resultou em mais de duzentas imagens que registram a metrópole em constante transformação entre as décadas de 1930 e 1950. O livro aborda diferentes momentos de sua trajetória: o aprendizado em Paris; a iniciação profissional em São Paulo, com o retrato e o fotojornalismo; a fotografia documental desenvolvida no Departamento de Cultura; a experiência transgressora na Revista S. Paulo; e o cinema, sobretudo os documentários educativo-científicos realizados na Faculdade de Medicina da Universidade de São Paulo. A edição inclui, ainda, uma entrevista concedida por B.J. Duarte em 1986, bem como bibliografia e filmografia","{'autor': 'B. J. Duarte', 'isbn': '9788575036266', 'editora': 'CosacNaify'}"
"Filhos, Eu Estou Viva!",2002,[],,0,,"Este livro, em sua essência, traz uma mensagem de mãe para filhos. Nele, você encontrará exemplos de que o amor materno, regado pela verdadeira fé, é um ensaio para o exercício do amor divinal, que o Cristo veio ensinar-nos como a fórmula ideal para vivermos em paz.","{'autor': 'Desconhecido', 'isbn': '8575130293', 'editora': 'Elevação'}"
Tudo Tem Seu Preco (Em Portugues do Brasil),2002,[],,0,https://covers.openlibrary.org/b/id/14207262-L.jpg,"Romance psicografado a partir do espírito Lucius. O progresso do mundo moderno nos oferece facilidade de conforto e prazer, de luxo e beleza, motivando-nos à conquista do sucesso. A natureza é riqueza e sabedoria em abundância, mostrando-nos que Deus nos criou para usufruirmos de todas as boas coisas da vida. Contudo, todo progresso só é positivo quando inclui em suas metas o sucesso do seu meio social. Infelizes daqueles que, na ânsia de prosperar, atropelam os direitos dos outros, violando a Lei da Integridade Universal, achando que cortam o caminho. Perceberão que o egoísmo e a ganância não são funcionais para se manter o fluxo da abundância divina a seu favor, pois a Natureza responderá com violência corretiva ensinando-os que só o verdadeiro bem é capaz de proporcionar a prosperidade completa. O caminho da verdadeira vitória é sempre árduo e cheio de surpresas desafiadoras que determinarão o desenvolvimento de nossos potenciais inatos, garantindo a evolução do nosso espírito eterno. A cada novo minuto você tem a liberdade e a responsabilidade de escolher para onde quer seguir, mas é bom lembrar que ""Tudo na vida tem seu preço"".","{'autor': 'Zibia Gasparetto', 'isbn': '8585872829', 'editora': 'Vida e Consciência'}"
Folha Conta 100 Anos de Cinema,1995,[],,0,,"Lumière, Griffith, Chaplin, Casablanca, Cidadão Kane, John Ford, Jean Renoir, Fellini, Deus e o Diabo na Terra do Sol, Wim Wenders, Taxi Driver, Antonioni, Cantando na Chuva, Spielberg e o cinema independente americano; esses são apenas alguns dos assuntos abordados neste livro. Reunindo 44 dos melhores ensaios e entrevistas sobre cinema publicados na Folha de São Paulo, é uma antologia sem pretensão enciclopédica, mas que nem por isto deixa de narrar e de interpretar, seletivamente, o que se passou em cem anos de cinema. Não seria demais afirmar que o cinema é a mais importante nova forma de arte inventada pelo nosso século. E não seria demais afirmar, também, que o nosso século deve bastante à invenção desta arte. Quem de nós não foi formado por ela? Quem não carrega consigo todo um repertório de cenas e imagens e histórias tiradas da tela? Cada um de nós já viveu, com certeza, algumas de suas maiores emoções, neste cenário fantástico de faces enormes e vozes amplificadas. Cada um dos autores deste livro, como cada um de nós, poderia decerto dizer, à maneira de Flaubert: o cinema - sou eu. A lista de autores desta coletânea soma 27 nomes e fala por si: de cineastas como Glauber Rocha e Arnaldo Jabor a um artista como Caetano Veloso; de um poeta como Nelson Ascher a ensaístas como Marcelo Coelho e Otavio Frias Filho; de jornalistas como Sérgio Augusto e Ruy Castro a estudiosos como Lúcia Nagib, Jean Claude Bernardet e Laymert Garcia dos Santos; e passando por tantos nomes mais articulistas e colaboradores da Folha, estes são, simplesmente, alguns dos nossos melhores escritores. Neste sentido, a antologia cumpre outra função, que é revelar as maneiras variadas e mutuamente iluminadoras em que se tocam a literatura e o cinema, dentro de um contexto de reflexão cotidiana. Ressaltam-se, ainda, as entrevistas exclusivas com Almodóvar, Kieslowski e Fritz Lang. A organização do livro ficou a cargo de Amir Labaki, crítico de cinema da Folha de São Paulo desde 1987, autor de 1961 - A Crise da Renúncia e a Solução Parlamentarista (1986), Solanas por Solanas (1993) e O Cinema Urgente de Santiago Alvarez (1994), e organizador de O Cinema nos Anos 80 (1991). Com ensaios publicados em revistas e catálogos de vários países (Alemanha, Argentina, EUA, Holanda, Itália, Singapura, Suíça), foi também diretor do Museu da Imagem e do Som, em São Paulo, de 1993 a 1995.","{'autor': 'Desconhecido', 'isbn': '8531204682', 'editora': 'Paz e Terra'}"
Eternamente Amigos,2001,[],,0,,"Conheça a história de quatro amigos que, ao fazerem um pacto, trocam promessas de amizade eterna. No entanto, por descuido ou pouca vigilância, são surpreendidos por acontecimentos que põem a prova sua amizade.","{'autor': 'Desconhecido', 'isbn': '8588477076', 'editora': 'Butterfly'}"
Intuição,2003,[],,0,,"Char é uma médium psíquica talentosa cujo trabalho é internacionalmente admirado e respeitado. As histórias aqui relatadas são incrivelmente inspiradoras e por si só podem trazer esperança e alegria para a sua vida. Mas existe uma outra razão pela qual você precisa ler este livro: Char ensina com habilidade como reorganizar, desenvolver e confiar em sua sabedoria intuitiva. Ao fazer isso, você encontra, sozinho, o caminho interior para o amor e a felicidade. Aprende a evitar o perigo. Começa a tomar decisões corretas e saudáveis a respeito de sua vida, do amor, dos negócios e relacionamentos. Você é seu melhor consultor psíquico, ensina esta obra prática e magnífica","{'autor': 'Desconhecido', 'isbn': '8501059668', 'editora': 'Nova Era'}"
Quando a Vida Escolhe,2002,['Spirit writings'],,0,https://covers.openlibrary.org/b/id/12136268-L.jpg,"O Homem Acredita Numa Grande Ilusao: que a Vida Seja Algo Separado Dele, mas a Realidade Mostra que Cada um e a Propria Vida se Tornando Gente. Portanto Quando Voce Escolhe, e a Vida Escolhendo em Voce e a Vida Nunca Erra.","{'autor': 'Zibia Gasparetto', 'isbn': '8585872136', 'editora': 'Vida e Consciência'}"
Livro dos Magos,2003,[],,0,,"Existem muitas histórias sobre magos e magia - em livro, nos filmes e até na vida real. A mágica, afinal, é tão antiga quanto o pensamento, e a idéia de um mundo à parte, em que figuras misteriosas têm poderes sobrenaturais, sempre fascinou o homem. No 'Livro dos Magos', você encontrará perfis dos maiores magos da literatura e do cinema, além da história completa daqueles que deram origem a lendas - do tradicional Merlin ao fenômeno Harry Potter; do vilão Darth Vader, de Guerra nas Estrelas, ao Gandalf de o Senhor dos Anéis. Em páginas coloridas e ilustradas, o livro investiga a verdadeira natureza dos magos e explica como eles se diferenciam de outros seres fantásticos. Com ele, o leitor conhecerá ainda as ferramentas e as sociedades mágicas, será apresentado à arte medieval da alquimia e aprenderá tudo sobre o papel dos magos e da magia - como parte tanto da nossa imaginação quanto a História da humanidade.","{'autor': 'Desconhecido', 'isbn': '8589030873', 'editora': 'Larousse do Brasil'}"
Espinhos do Tempo,2002,[],,0,https://covers.openlibrary.org/b/id/14463705-L.jpg,"Diante do quadro do mundo atual, há quem acredite que o mal esteja levando a melhor na luta secular contra o bem. E essa crença se nota através dos meios de comunicação em sua abordagem pessimista dos fatos, assustando as pessoas impressionáveis. Mas, dentro da visão espiritual, o ritmo da vida é perfeito. O mal é só ilusão, porque depende apenas dos que crêem nele aqui na Terra, enquanto o bem é a lei universal, eterna e intocável. E, para vivê-lo, basta acabar com os espinhos do tempo.","{'autor': 'Desconhecido', 'isbn': '9788585872052', 'editora': 'Vida e Consciência'}"
A cabeça do eleitor,2008,"['Elections', 'Political campaigns', 'Public opinion polls', 'Voter registration', 'Campaign management']",,0,,"Ao contrário do que supões a maioria, a cabeça do eleitor brasileiro funciona de maneira lógica. Mas que lógica é essa? O que é preciso saber para avaliar uma pesquisa de opinião? O marketing de uma campanha pode ser decisivo para a escolha de um candidato? Depois de analisar, em A cabeça do brasileiro, o país como sociedade e sistema cultural, investigando o que os brasileiros pensam sobre ética, sexualidade, “jeitinho”, destino, família, punições, cor e raça, economia, política, igualdade, civismo, Alberto Almeida revela agora o que há de simples e evidente na decisão do voto. A CABEÇA DO ELEITOR é instrumento fundamental para aqueles que querem entender a dinâmica eleitoral e fazer a aposta certa nas eleições. Alberto Almeida mostra que a cabeça do eleitor funciona da mesma forma para qualquer eleição, seja ela municipal, estadual ou federal. E que governantes bem avaliados tendem a se reeleger ou a eleger seus sucessores na grande maioria das vezes. Ele revela, ainda, que o eleitor médio tem pouquíssima informação sobre o que acontece na política. E a informação que ele retém é sempre truncada e cheia de ruídos.Alberto Almeida chega a seis fatores formadores da lógica do eleitor brasileiro: a avaliação do governo; a identidade dos candidatos; o nível de lembrança dos candidatos; o currículo dos candidatos e se eles utilizam-no para mostrar ao eleitor que podem resolver o principal problema que aflige o eleitorado; o potencial de crescimento dos candidatos, que combina a rejeição de cada um deles com seu respectivo nível de conhecimento; e o fato de não ser possível contar com os apoios políticos, ou seja, popularidade e simpatia não se transferem.Uma das ferramentas mais importantes propostas por A CABEÇA DO ELEITOR, no entanto, é a avaliação. Saber se uma eleição é de continuidade ou de mudança. Que estratégia seguir uma vez obtida essa informação depende do candidato em questão. Alberto Almeida demonstra como é possível vencer uma eleição de continuidade com um candidato de oposição. Ensina como ler e utilizar as pesquisas de opinião. Além de revelar o que há de simples e evidente da decisão do voto. O resultado é uma radiografia do modus operandi do eleitor brasileiro como nunca antes se fez anteriormente. Uma ferramenta fundamental para entender o resultado de diversas eleições e tentar entender as próximas.","{'autor': 'Alberto Carlos Almeida', 'isbn': '9788501081988', 'editora': 'Editora Record'}"
"Amigo no Escuro, Um",2003,[],,0,,"Um defeito na rede elétrica deixa o bairro sem luz. Nada de movimento, televisão, rock pesado no aparelho de som, nada para se distrair. E Luciana se vê triste e solitária. Só uma coisa funciona: o telefone. Quem sabe fazendo a roleta-russa, ligando um número qualquer, ela encontre alguém com quem possa conversar e até trocar confidências.","{'autor': 'Desconhecido', 'isbn': '8516035352', 'editora': 'Moderna'}"
Retrato falado,2005,"['Television programs', 'Women', 'Anecdotes', 'Fantástico (Television program)', 'Retrato falado (Television program)']",,0,,"O livro procura despertar o interesse de quem não assistiu aos episódios do quadro Retrato Falado exibido no Fantástico e daqueles que querem relembrar os casos interpretados por Denise Fraga. Reúne 30 histórias de mulheres ousadas contadas pela atriz que, além disso, descreve as dificuldades enfrentadas durante as gravações. Escritos de forma bem-humorada os textos trazem depoimentos e diálogos dos personagens reais. De verdade, ela é carioca. Mas já passou por mineira, gaúcha, paulista, pernambucana, já se passou por capixaba, potiguar ou manauara. De verdade, ela é branca. Mas já foi mulata, negra, rastafári, já foi morena, quem sabe até pele-vermelha. Tem os cabelos pretos, mas eles já foram loiros, brancos, acaju e azuis. Ela ainda é jovem. Mas já foi mulher de 30, já foi coroa, já foi uma respeitável senhora. Denise Fraga já foi tudo nessa vida. Interpretando personagens tão variados, ganhou prêmios de melhor atriz na Miami de Bush e na Havana de Fidel. Já fez novela, fez cinema, já fez muita televisão. Só de Retrato Falado no Fantástico já são sete anos. Tem todos os sotaques possíveis e imagináveis. Num piscar de olhos, vai do ""uai"" do mineiro ao ""tchê"" do gaúcho, vai do ""ô meu"" do paulista ao ""meu rei"" do baiano. De verdade, tem um marido e dois filhos. De verdade, Denise Fraga é uma grane atriz. E foi essa atriz que resolveu sentar e passar para o papel as aventuras vividas por brasileiras de todos os tipos, de todas as raças, de todos os humores, de todas as classes sociais. O que você tem nas mãos é o retrato falado de um país capaz de criar e contar histórias divertidas e verdadeiras como ninguém. Como ninguém não. Como Denise Fraga.","{'autor': 'Denise Fraga', 'isbn': '8525040924', 'editora': 'Editora Globo'}"
Entre o Amor e a Guerra,1999,"['Obras psicografadas', 'Ficção espírita']",,0,https://covers.openlibrary.org/b/id/8604390-L.jpg,"Na história de ""Entre o Amor e a Guerra"", houve uma cena tão dramática entre os personagens Ludwig, Denizarth e Ilans, que se desenrolou com tal autencidade e rapidez, sem que a autora pudesse prever ou impedir, que a mesma caiu em pranto e não pôdecontinuar a escrever naquele dia. As cenas se desenrolam diante dos seus olhos e ela penetra na alma de cada personagem como espectadora, silenciosa e emocionada, sem poder deter ou modificar os acontecimentos. A mediunidade é uma maravilhosa experiência.","{'autor': 'Desconhecido', 'isbn': '8585872039', 'editora': 'Vida e Consciência'}"
"Casa do Escritor, A",2002,[],,0,,"A Casa do Escritor é uma Colônia móvel. Como é gostoso deslizar com ela pelo Espaço e através dos relatos de Patrícia viajarmos juntos. A jovem autora nos desvenda muito do Plano Espiritual Superior, fala de modo encantador de suas Colônias maravilhosas e de seus estudos fantásticos. Vale a pena lê-lo.","{'autor': 'Desconhecido', 'isbn': '8572530010', 'editora': 'Petit'}"
Longe dos Corações Feridos,2004,"['Fiction, romance, general']",,0,https://covers.openlibrary.org/b/id/12920857-L.jpg,"Estamos em 1948. Após o final da Segunda Guerra Mundial, dois militares americanos da Força Aérea, Joe Evans e Don Delmore, vão viver um conflito entre o amor e a guerra. O pivô do enredo é a jornalista Laurie Stevenson, noiva de Joe e que se apaixona por Don. O triângulo trará à tona as mesmas situações de um passado distante, servindo de aprendizado e oportunidade de perdão a todos. O final é surpreendente e mudará a vida destes espíritos...","{'autor': 'Tanya Oliveira', 'isbn': '8586474673', 'editora': 'Lúmen'}"
Sem Regras para Amar (Espirito Schellida),2003,[],,0,,"Gilda é uma mulher rica, casada com o empresário Adalberto, mãe de Lara, Eduardo e Érika. Arrogante, prepotente e orgulhosa, ela sempre consegue o que quer graças ao poder da sua posição social. Mas a vida dá muitas voltas. Os problemas de Gilda começam quando Lara morre em um acidente automobilístico. Aumentam quando a filha Érika apaixona-se por João Carlos , professor em uma academia de musculação e... negro. Crescem ainda mais quando Eduardo envolve-se com Helena, moça simples e...humilde... Então, determinada a acabar com os dois romances de seus filhos, Gilda passa a colocar em prática seus planos para atrapalhar a vida de todos, assumindo os seus preconceitos racial e social. Instala-se naquela mansão a desarmonia e a obsessão que trarão consequências desagradáveis para toda a família. Na espiritualidade, porém, os mentores estão atentos, acompanhando o desenrolar da história com firmeza e cuidado, a fim de evitar o pior: um crime de morte. Em Sem Regras Para Amar, mais uma vez o Espírito Schellida nos passa elevados ensinamentos sobre o verdadeiro amor no plano espiritual, demonstrando-nos que a cor da pele e a posição social são meras e passageiras experiências terrenas. Há que se valorizar o sentimento e o interior de cada um. Pela psicografia de Eliana Machado Coelho, Schellida mostra, com clareza, que o amor puro não possui regras e não pode estar subordinado ao orgulho e à vaidade. Ele é maior e livre porque vem de Deus! E assim é..","{'autor': 'Eliana Machado Coelho', 'isbn': '8586474622', 'editora': 'Lúmen'}"
Nada é por Acaso,2006,[],,0,,"Este livro conta a história de Marina, uma jovem de ótima índole, que por ambição, acaba aceitando uma proposta, que fugia totalmente de seus conceitos. Isso vai mudar toda sua vida, mas com o tempo, Marina acaba percebendo que Nada é por acaso.","{'autor': 'Zibia Gasparetto', 'isbn': '9788577220021', 'editora': 'Vida e Consciencia'}"
"Bem Sempre Triunfa, O",2004,[],,0,,".....Na França ocupada pelos nazistas, Louise sente as incertezas do amor. Recordando o passado, revive seu romance com Gustav - um jovem advogado, galante e sedutor, que, às vésperas do casamento, é perseguido pelos nazistas. Em Marselha, Louise conhece André, um médico idealista que pretende conquistá-la. Em Paris, atraído por seu encanto e beleza, Leopold a deseja apaixonadamente, envolvendo-a em propostas sedutoras.....","{'autor': 'Desconhecido', 'isbn': '8572531211', 'editora': 'Petit'}"
Adn,2006,[],,0,https://covers.openlibrary.org/b/id/4901376-L.jpg,"Esfinge [ISBN: 9789721054523 ] é o título de um dos mais célebres romances do mundialmente conhecido criador do thriller médico, o médico e escritor Robin Cook. Érica Baron consegue finalmente realizar o grande sonho da sua vida: fazer uma viagem até ao Egipto. Érica é uma egiptóloga e há muito que ambiciona caminhar por entre os magníficos templos e monumentos daquela civilização extinta há já tanto tempo. Não imagina, porém, que esse sonho se vai transformar num verdadeiro pesadelo em que ela corre o perigo de perder a própria vida. Ao encontrar uma pista que poderá conduzir a tesouros lendários, a mais terrível das maldiçoes do Mundo Antigo vai aliar-se à mais selvagem do mundo moderno e juntas vão fazer tudo para destruí-la. Esfinge – Aquele imenso tesouro justificava tudo! Matar… ou morrer! Erica Baron, bela e corajosa pesquisadora americana e sua descoberta ocasional de uma estatueta de valor incalculável: chave de um enigma que repousa, há milênios, sob as pirâmides do Egito. Erica envolve-se numa cadeia de intrigas, corrupção e morte em que paira, ameaçadora a antiga maldição dos faraós. Conseguirá escapar dos seus perseguidores? Que tesouro encontrará sob o túmulo de Tutancâmon? O Dr. Robin Cook é um prestigiado médico oftalmologista norte-americano, doutorado em Harvard. É reconhecido como o fundador do género literário thriller médico e há trinta anos que se mantém como o autor de maior sucesso deste género a nível mundial.","{'autor': 'Robin Cook', 'isbn': '8401335787', 'editora': 'Plaza & Janes Editories Sa'}"
Eles me disseram,2008,"['Celebrities', 'Interviews', 'Biography']",,0,,"O livro trata de perfis de artistas, políticos, esportistas e empresários que foram premiados justamente por sua capacidade de unir a objetividade, que aponta as realizações e as conquistas, com a subjetividade que revela os valores, as idéias e os sentimentos de cada uma desses entrevistados. 21 Brasileiros de Sucesso: Antônio Ermírio de Moraes, Emerson Fittipaldi, Jô Soares, Cauby Peixoto, Ivete Sangalo, Ana Hickmann, Mara Gabrilli, Edir Macedo, Geraldo Vandré, Gabriela Duarte, Silvio Bacarelli, Daniel Oliveira, José Victor Oliva, Eike Batista, Muricy Ramalho, Antonio Bernardo, Luis Inácio Lula da Silva, Ana Paula Arósio, José Safra, Tomie Ohtake, Abílio Diniz","{'autor': 'Thales Guaracy', 'isbn': '9788502072374', 'editora': 'Saraiva. Versar'}"
"Jardim das Rosas, O",,[],,0,,"Até que ponto uma paixão desvairada nos leva a cometer atos impensados? É possível controlar essa força impetuosa que anula a razão? Em O Jardim das Rosas, Helena e Luís relembram o romance que ambos viveram desesperadamente. Helena foi o grande amor de Luís - filho de um rico fazendeiro - que a desejou com todas as forças de sua alma. Seus lindos olhos azuis o envolveram e o seduziram - afastando-o, por completo, da razão Anos depois, às margens de um lago de águas cristalinas, os dois se reencontram, agora desencarnados, para recordar o passado - entendendo, finalmente, a razão de tudo o que aconteceu. No mesmo lugar, onde outrora floria o jardim das rosas, os dois espíritos, entre lágrimas e abraços - fortalecidos e conscientes dos erros que cometeram - fazem planos e se preparam para recomeçar um novo amanhã","{'autor': 'Desconhecido', 'isbn': '8572531106', 'editora': 'Desconhecida'}"
CAZUZA,2012,"['Singers', 'Biography']",,0,https://covers.openlibrary.org/b/id/14373305-L.jpg,"Sob a forma de depoimento, Lucinha Araujo narra a vida e os conflitos de seu filho Cazuza. Sucesso de vendas, o livro ganhou adaptação para o cinema. Em depoimento dado à Regina Echeverria, num tom quase de confidência, Lucinha Araújo relata todos fatos marcantes de sua vida com seu único filho, o inesquecível cantor e compositor Cazuza, morto em 1990. Além de revelar detalhes surpreendentes sobre a trajetória de Cazuza e sua relação familiar, apresenta uma série de imagens raras do artista. Narrado em primeira pessoa, Lucinha revela: ""Passei minha vida a limpo com esse livro. Com ele, acho que posso dar um exemplo para as pessoas"".","{'autor': 'Lucinha Araujo', 'isbn': '8525038865', 'editora': 'Globo'}"
O Genio Do Crime,2009,[],,0,https://covers.openlibrary.org/b/id/11086005-L.jpg,"Este é o livro que inaugurou a turma do gordo. Seu Tomé é um homem bom, proprietário de uma fábrica de figurinhas de futebol. Existem as fáceis e as difíceis, fabricadas em menor quantidade. Quem enche o álbum ganha prêmios realmente bons. Mas surge uma fábrica clandestina que fabrica as figurinhas difíceis e as vende livremente. O número de álbuns cheios aumenta e seu Tomé não tem mais capacidade de dar todos os prêmios. Há uma revolta, as crianças querem quebrar a fábrica. Edmundo, Pituca e Bolachão, e mais adiante, Berenice, entram em cena para descobrir a fábrica clandestina. Acontece que não se trata de simples bandidos. A quadrilha é chefiada por um gênio do crime. A cabeça do gordo é posta para pensar, travando-se um espetacular duelo de inteligências, que começa pelo incrível sistema de seguir pelo avesso. Um livro que, de saída, conquistou o Brasil.","{'autor': 'João Carlos Marinho', 'isbn': '8526010476', 'editora': 'Global'}"
O conto da ilha desconhecida,1997,[],,0,,"Um homem vai ao rei e lhe pede um barco para viajar até uma ilha desconhecida. O rei lhe pergunta como pode saber que essa ilha existe, já que é desconhecida. O homem argumenta que assim são todas as ilhas até que alguém desembarque nelas. Este pequeno conto de José Saramago pode ser lido como uma parábola do sonho realizado, isto é, como um canto de otimismo em que a vontade ou a obstinação fazem a fantasia ancorar em porto seguro. Antes, entretanto, ela é submetida a uma série de embates com o status quo, com o estado consolidado das coisas, como se da resistência às adversidades viesse o mérito e do mérito nascesse o direito à concretização. Entre desejar um barco e tê-lo pronto para partir, o viajante vai de certo modo alterando a ideia que faz de uma ilha desconhecida e de como alcançá-la, e essa flexibilidade com certeza o torna mais apto a obter o que sonhou. Que é necessário sair da ilha para ver a ilha, que não nos vemos se não saímos de nós..., lemos a certa altura. Nesse movimento de tomar distância para conhecer está gravado o olho crítico de José Saramago, cujo otimismo parece alimentado por raízes que entram no chão profundamente.","{'autor': 'José Saramago', 'isbn': '9723704242', 'editora': ""Pavilhão de Portugal, EXPO'98""}"
As Chaves Do Reino 1 - Sr Segunda-feira,2009,[],,0,https://covers.openlibrary.org/b/id/14181583-L.jpg,"Sete dias. Sete chaves. Sete virtudes. Sete pecados. Ninguém espera que Artur Penhaligon seja um herói. Órfão, com a saúde debilitada e sem coragem, ele sofre com o medo de que a praga que invadiu seu país leve embora sua família adotiva. Mas, quando uma estranha chave em forma de ponteiro de relógio é entregue a ele, Artur descobre que é o Herdeiro das Chaves para o Reino. Tudo o que acha que sabe - sobre seus pais, sua cidade e sua vida - está prestes a mudar. Agora que ele herdou a Chave de uma Casa estranha e perigosa, não há como voltar atrás. Ele deve reunir toda sua coragem e arriscar aquilo que ama para desvendar os segredos do mundo que descobriu e salvar o mundo que ele conhece.","{'autor': 'Garth Nix', 'isbn': '9788576763291', 'editora': 'Fundamento'}"
