titulo,ano_lancamento,categoria,generos,generos_unificados,rating,num_avaliacoes,imagem,descricao,metadata,classificacao
Luiz Gonzaga Eternal,2015,album_musical,"[""forró tradicional"", ""forró"", ""mpb""]",[],2.1,0,https://i.scdn.co/image/ab67616d0000b273e440e382a0e48e455abaeb17,Álbum de Luiz Gonzaga,"{""id_artista_spotify"": ""2ZofT7n9AlTKf7KDCoHGgD"", ""nome_artista"": ""Luiz Gonzaga"", ""spotify_id"": ""4RXrdHx0yHuBEjjTfWJLQb"", ""total_faixas"": 20, ""gravadora"": ""Limone Music"", ""tipo"": ""album""}",10
O Fole Roncou - Luiz Gonzaga 100 Anos,2014,album_musical,"[""forró tradicional"", ""forró"", ""mpb""]",[],1.8,0,https://i.scdn.co/image/ab67616d0000b2735718c6c77391b4694cab4d00,Álbum de Luiz Gonzaga,"{""id_artista_spotify"": ""2ZofT7n9AlTKf7KDCoHGgD"", ""nome_artista"": ""Luiz Gonzaga"", ""spotify_id"": ""4rfz3q5XsvyWKUHWMNsO3M"", ""total_faixas"": 20, ""gravadora"": ""EMI Music Brasil Ltda"", ""tipo"": ""album""}",10
"Aboios & Vaquejadas, Nos Caminhos da Fé e São João Na Roça",2014,album_musical,"[""forró tradicional"", ""forró"", ""mpb""]",[],2.8,0,https://i.scdn.co/image/ab67616d0000b27342ef8de6d826727d433153f1,Álbum de Luiz Gonzaga,"{""id_artista_spotify"": ""2ZofT7n9AlTKf7KDCoHGgD"", ""nome_artista"": ""Luiz Gonzaga"", ""spotify_id"": ""5Uw43duxxl5rCCkNjvBn1g"", ""total_faixas"": 41, ""gravadora"": ""Sony BMG Music Entertainment"", ""tipo"": ""album""}",10
Baião de Dois,2012,album_musical,"[""forró tradicional"", ""forró"", ""mpb""]",[],3.0,0,https://i.scdn.co/image/ab67616d0000b273eec8f1aefa447fa1e6e504d7,Álbum de Luiz Gonzaga,"{""id_artista_spotify"": ""2ZofT7n9AlTKf7KDCoHGgD"", ""nome_artista"": ""Luiz Gonzaga"", ""spotify_id"": ""4V6Ro3hUyNnfhukw59Fy26"", ""total_faixas"": 15, ""gravadora"": ""Sony BMG Music Entertainment"", ""tipo"": ""album""}",10
A Raíz do Nordeste,2011,album_musical,"[""forró tradicional"", ""forró"", ""mpb""]",[],2.9,0,https://i.scdn.co/image/ab67616d0000b27344fa728aa09325cb15abcf7b,Álbum de Luiz Gonzaga,"{""id_artista_spotify"": ""2ZofT7n9AlTKf7KDCoHGgD"", ""nome_artista"": ""Luiz Gonzaga"", ""spotify_id"": ""3Bdysmh7JtKuMZnNwmUCEY"", ""total_faixas"": 24, ""gravadora"": ""World Music Records"", ""tipo"": ""album""}",10
Espetáculo Das Seis E Meia,2005,album_musical,"[""forró tradicional"", ""forró"", ""mpb""]",[],1.3,0,https://i.scdn.co/image/ab67616d0000b27361d036d28da89fa3294177f7,Álbum de Luiz Gonzaga,"{""id_artista_spotify"": ""2ZofT7n9AlTKf7KDCoHGgD"", ""nome_artista"": ""Luiz Gonzaga"", ""spotify_id"": ""7CU1RZpk42mje9v0GrJyeG"", ""total_faixas"": 16, ""gravadora"": ""RCA Records Label"", ""tipo"": ""album""}",10
Nova Bis - Luiz Gonzaga,2005,album_musical,"[""forró tradicional"", ""forró"", ""mpb""]",[],1.9,0,https://i.scdn.co/image/ab67616d0000b273e1946ecdf4ddb1dbd26ef68c,Álbum de Luiz Gonzaga,"{""id_artista_spotify"": ""2ZofT7n9AlTKf7KDCoHGgD"", ""nome_artista"": ""Luiz Gonzaga"", ""spotify_id"": ""6ZCYV3ePKx0i400uizjbYZ"", ""total_faixas"": 26, ""gravadora"": ""EMI"", ""tipo"": ""album""}",10
Danado De Bom,2003,album_musical,"[""forró tradicional"", ""forró"", ""mpb""]",[],1.5,0,https://i.scdn.co/image/ab67616d0000b2731ef52a8f0aaa9e0f2cdcb20a,Álbum de Luiz Gonzaga,"{""id_artista_spotify"": ""2ZofT7n9AlTKf7KDCoHGgD"", ""nome_artista"": ""Luiz Gonzaga"", ""spotify_id"": ""54wwKaHz5hV31dPvr0SlyQ"", ""total_faixas"": 11, ""gravadora"": ""RCA Records Label"", ""tipo"": ""album""}",10
Duetos Com Mestre Lua,2002,album_musical,"[""forró tradicional"", ""forró"", ""mpb""]",[],2.4,0,https://i.scdn.co/image/ab67616d0000b2730977c59d8ae06d8d02c11a4d,Álbum de Luiz Gonzaga,"{""id_artista_spotify"": ""2ZofT7n9AlTKf7KDCoHGgD"", ""nome_artista"": ""Luiz Gonzaga"", ""spotify_id"": ""5s8Rzll77OSAXPmaYc0S8J"", ""total_faixas"": 14, ""gravadora"": ""RCA Records Label"", ""tipo"": ""album""}",10
RCA 100 Anos De Música - Luiz Gonzaga,2001,album_musical,"[""forró tradicional"", ""forró"", ""mpb""]",[],1.7,0,https://i.scdn.co/image/ab67616d0000b27309eba859e2607246896c7f34,Álbum de Luiz Gonzaga,"{""id_artista_spotify"": ""2ZofT7n9AlTKf7KDCoHGgD"", ""nome_artista"": ""Luiz Gonzaga"", ""spotify_id"": ""4YtFGwXk5d3RNpGMplTDW7"", ""total_faixas"": 28, ""gravadora"": ""RCA Records Label"", ""tipo"": ""album""}",10
São João Do Araripe,2000,album_musical,"[""forró tradicional"", ""forró"", ""mpb""]",[],1.6,0,https://i.scdn.co/image/ab67616d0000b273c61bc411722cafe487f78419,Álbum de Luiz Gonzaga,"{""id_artista_spotify"": ""2ZofT7n9AlTKf7KDCoHGgD"", ""nome_artista"": ""Luiz Gonzaga"", ""spotify_id"": ""2KD0paGuETxL9aQXYBFiL7"", ""total_faixas"": 12, ""gravadora"": ""RCA Records Label"", ""tipo"": ""album""}",10
Sanfona Do Povo,2000,album_musical,"[""forró tradicional"", ""forró"", ""mpb""]",[],1.8,0,https://i.scdn.co/image/ab67616d0000b273e05b6bc78c7296aa3074e444,Álbum de Luiz Gonzaga,"{""id_artista_spotify"": ""2ZofT7n9AlTKf7KDCoHGgD"", ""nome_artista"": ""Luiz Gonzaga"", ""spotify_id"": ""0ssnREtpfei8q3WSmZ5NRs"", ""total_faixas"": 12, ""gravadora"": ""RCA Records Label"", ""tipo"": ""album""}",10
Ô Véio Macho,2000,album_musical,"[""forró tradicional"", ""forró"", ""mpb""]",[],1.9,0,https://i.scdn.co/image/ab67616d0000b27309e909e072e64bc6604a621a,Álbum de Luiz Gonzaga,"{""id_artista_spotify"": ""2ZofT7n9AlTKf7KDCoHGgD"", ""nome_artista"": ""Luiz Gonzaga"", ""spotify_id"": ""1dsu60RdDai1YroIcsxdkc"", ""total_faixas"": 12, ""gravadora"": ""RCA Records Label"", ""tipo"": ""album""}",10
São João Na Roça,2000,album_musical,"[""forró tradicional"", ""forró"", ""mpb""]",[],1.7,0,https://i.scdn.co/image/ab67616d0000b2739ae2537328020bb5ef0d8aa3,Álbum de Luiz Gonzaga,"{""id_artista_spotify"": ""2ZofT7n9AlTKf7KDCoHGgD"", ""nome_artista"": ""Luiz Gonzaga"", ""spotify_id"": ""4cjkvGNpBmdOmu5W05bkGh"", ""total_faixas"": 12, ""gravadora"": ""RCA Records Label"", ""tipo"": ""album""}",10
Luiz Gonzaga Canta Seus Sucessos Com Zé Dantas,2000,album_musical,"[""forró tradicional"", ""forró"", ""mpb""]",[],2.5,0,https://i.scdn.co/image/ab67616d0000b273544db90ea054662bf4226d99,Álbum de Luiz Gonzaga,"{""id_artista_spotify"": ""2ZofT7n9AlTKf7KDCoHGgD"", ""nome_artista"": ""Luiz Gonzaga"", ""spotify_id"": ""7gQBkiyV2o2NPEHhafVVGw"", ""total_faixas"": 12, ""gravadora"": ""RCA Records Label"", ""tipo"": ""album""}",10
Canaã,2000,album_musical,"[""forró tradicional"", ""forró"", ""mpb""]",[],2.1,0,https://i.scdn.co/image/ab67616d0000b27333e48553cb96f08676f75d69,Álbum de Luiz Gonzaga,"{""id_artista_spotify"": ""2ZofT7n9AlTKf7KDCoHGgD"", ""nome_artista"": ""Luiz Gonzaga"", ""spotify_id"": ""3Ipf6MnX0K9H7uLhiIBUbT"", ""total_faixas"": 12, ""gravadora"": ""RCA Records Label"", ""tipo"": ""album""}",10
Isto Que É Forró - Homenagem a Luiz Gonzaga,1999,album_musical,"[""forró tradicional"", ""forró"", ""mpb""]",[],1.0,0,https://i.scdn.co/image/ab67616d0000b273f04b27a3883105f19f31b51e,Álbum de Luiz Gonzaga,"{""id_artista_spotify"": ""2ZofT7n9AlTKf7KDCoHGgD"", ""nome_artista"": ""Luiz Gonzaga"", ""spotify_id"": ""5MRtlyW8adRvcwSQWz2yVe"", ""total_faixas"": 14, ""gravadora"": ""CID"", ""tipo"": ""album""}",10
Raizes Nordestinas,1999,album_musical,"[""forró tradicional"", ""forró"", ""mpb""]",[],1.5,0,https://i.scdn.co/image/ab67616d0000b273702df75a00f532e50550aa80,Álbum de Luiz Gonzaga,"{""id_artista_spotify"": ""2ZofT7n9AlTKf7KDCoHGgD"", ""nome_artista"": ""Luiz Gonzaga"", ""spotify_id"": ""3H1KNoBieOybBMpGM2GcmR"", ""total_faixas"": 20, ""gravadora"": ""EMI"", ""tipo"": ""album""}",10
Luiz Gonzaga Sua Sanfona E Sua Simpatia,1998,album_musical,"[""forró tradicional"", ""forró"", ""mpb""]",[],2.4,0,https://i.scdn.co/image/ab67616d0000b2735f448da4ec72d1df1a67ba90,Álbum de Luiz Gonzaga,"{""id_artista_spotify"": ""2ZofT7n9AlTKf7KDCoHGgD"", ""nome_artista"": ""Luiz Gonzaga"", ""spotify_id"": ""4HXHnVRlTcP6ELTVv7wSui"", ""total_faixas"": 12, ""gravadora"": ""RCA Records Label"", ""tipo"": ""album""}",10
Eterno Cantador,1998,album_musical,"[""forró tradicional"", ""forró"", ""mpb""]",[],2.1,0,https://i.scdn.co/image/ab67616d0000b27343bea0debdfcfe5d30594556,Álbum de Luiz Gonzaga,"{""id_artista_spotify"": ""2ZofT7n9AlTKf7KDCoHGgD"", ""nome_artista"": ""Luiz Gonzaga"", ""spotify_id"": ""05xKfX2lEse1dxmsU2LaOz"", ""total_faixas"": 11, ""gravadora"": ""RCA Records Label"", ""tipo"": ""album""}",10
50 anos de chão,1996,album_musical,"[""forró tradicional"", ""forró"", ""mpb""]",[],2.7,0,https://i.scdn.co/image/ab67616d0000b273ca979b568d869351b7ab8ee1,Álbum de Luiz Gonzaga,"{""id_artista_spotify"": ""2ZofT7n9AlTKf7KDCoHGgD"", ""nome_artista"": ""Luiz Gonzaga"", ""spotify_id"": ""2nyCqFCUOD2VGpkL9lRYrP"", ""total_faixas"": 59, ""gravadora"": ""Sony BMG Music Entertainment"", ""tipo"": ""album""}",10
Meus Momentos: Luiz Gonzaga,1996,album_musical,"[""forró tradicional"", ""forró"", ""mpb""]",[],1.8,0,https://i.scdn.co/image/ab67616d0000b273c0a98000249072c9f284680a,Álbum de Luiz Gonzaga,"{""id_artista_spotify"": ""2ZofT7n9AlTKf7KDCoHGgD"", ""nome_artista"": ""Luiz Gonzaga"", ""spotify_id"": ""5MtgobloCEMOrur9I6Kfvf"", ""total_faixas"": 18, ""gravadora"": ""EMI Brazil"", ""tipo"": ""album""}",10
Juntos,1992,album_musical,"[""forró tradicional"", ""forró"", ""mpb""]",[],1.8,0,https://i.scdn.co/image/ab67616d0000b2739339398e2c6a19f2959162e6,Álbum de Luiz Gonzaga,"{""id_artista_spotify"": ""2ZofT7n9AlTKf7KDCoHGgD"", ""nome_artista"": ""Luiz Gonzaga"", ""spotify_id"": ""467j3RqzzBzv9bQSbNPjLM"", ""total_faixas"": 12, ""gravadora"": ""RCA Records Label"", ""tipo"": ""album""}",10
Gonzagão & Fagner,1991,album_musical,"[""forró tradicional"", ""forró"", ""mpb""]",[],2.4,0,https://i.scdn.co/image/ab67616d0000b273e5eee5a335e93bcc88537965,Álbum de Luiz Gonzaga,"{""id_artista_spotify"": ""2ZofT7n9AlTKf7KDCoHGgD"", ""nome_artista"": ""Luiz Gonzaga"", ""spotify_id"": ""4aRuXU4LX0v03TpjKjgE3j"", ""total_faixas"": 14, ""gravadora"": ""RCA Records Label"", ""tipo"": ""album""}",10
Forró Do Começo Ao Fim,1991,album_musical,"[""forró tradicional"", ""forró"", ""mpb""]",[],2.4,0,https://i.scdn.co/image/ab67616d0000b273ecbee554c04d6cd26c319b64,Álbum de Luiz Gonzaga,"{""id_artista_spotify"": ""2ZofT7n9AlTKf7KDCoHGgD"", ""nome_artista"": ""Luiz Gonzaga"", ""spotify_id"": ""1b5PlM1OAXUN3sBH303Jbq"", ""total_faixas"": 12, ""gravadora"": ""RCA Records Label"", ""tipo"": ""album""}",10
Olha Pro Céu,1990,album_musical,"[""forró tradicional"", ""forró"", ""mpb""]",[],2.9,0,https://i.scdn.co/image/ab67616d0000b27302c173b10a6ee20dd7d7029e,Álbum de Luiz Gonzaga,"{""id_artista_spotify"": ""2ZofT7n9AlTKf7KDCoHGgD"", ""nome_artista"": ""Luiz Gonzaga"", ""spotify_id"": ""3DjVbfnMjOGZJdv4pkjfxk"", ""total_faixas"": 14, ""gravadora"": ""RCA Records Label"", ""tipo"": ""album""}",10
Cartola,0,artista_musical,"[""samba"", ""mpb"", ""bossa nova""]",[],3.3,842459,https://i.scdn.co/image/ab6761610000e5ebffc0e1c1c34a367de45d81cc,Artista importado via Spotify API.,"{""spotify_id"": ""0RSWHhBUwW7lhCqXqxKxWN"", ""popularidade_raw"": 58, ""tipo"": ""artista""}",10
Programa Ensaio (1974) com Cartola e Leci Brandão,2025,album_musical,"[""samba"", ""mpb"", ""bossa nova""]",[],2.2,0,https://i.scdn.co/image/ab67616d0000b273f9ba34dd19e26074492fb037,Álbum de Cartola,"{""id_artista_spotify"": ""0RSWHhBUwW7lhCqXqxKxWN"", ""nome_artista"": ""Cartola"", ""spotify_id"": ""3kZM5wonUTxla3t14wmiB6"", ""total_faixas"": 15, ""gravadora"": ""SINC"", ""tipo"": ""album""}",10
Viva Cartola,2023,album_musical,"[""samba"", ""mpb"", ""bossa nova""]",[],2.1,0,https://i.scdn.co/image/ab67616d0000b27385bd5bf27fca83af8890b232,Álbum de Cartola,"{""id_artista_spotify"": ""0RSWHhBUwW7lhCqXqxKxWN"", ""nome_artista"": ""Cartola"", ""spotify_id"": ""7oGi2yi9y1EI3ZpIA82yOM"", ""total_faixas"": 17, ""gravadora"": ""Ipanema / SINC"", ""tipo"": ""album""}",10
Tempos Idos,2015,album_musical,"[""samba"", ""mpb"", ""bossa nova""]",[],2.2,0,https://i.scdn.co/image/ab67616d0000b2736b313cc4fa328dd4e3de761d,Álbum de Cartola,"{""id_artista_spotify"": ""0RSWHhBUwW7lhCqXqxKxWN"", ""nome_artista"": ""Cartola"", ""spotify_id"": ""6jP0AUYrLD3CUBgoJQvLqE"", ""total_faixas"": 10, ""gravadora"": ""Universal Music Ltda."", ""tipo"": ""album""}",10
Cartola Ao Vivo,2013,album_musical,"[""samba"", ""mpb"", ""bossa nova""]",[],1.6,0,https://i.scdn.co/image/ab67616d0000b27399f12cfc24d98b115efa6f3f,Álbum de Cartola,"{""id_artista_spotify"": ""0RSWHhBUwW7lhCqXqxKxWN"", ""nome_artista"": ""Cartola"", ""spotify_id"": ""3MpyRLQ5aCE5vgIFesCAxL"", ""total_faixas"": 11, ""gravadora"": ""Kuarup Music"", ""tipo"": ""album""}",10
Cartola Acontece,2007,album_musical,"[""samba"", ""mpb"", ""bossa nova""]",[],1.8,0,https://i.scdn.co/image/ab67616d0000b2739b73747e42b6dea56ed66405,Álbum de Cartola,"{""id_artista_spotify"": ""0RSWHhBUwW7lhCqXqxKxWN"", ""nome_artista"": ""Cartola"", ""spotify_id"": ""5XJeyrTnCTnbNEQXzwagnv"", ""total_faixas"": 14, ""gravadora"": ""EMI Brazil"", ""tipo"": ""album""}",10
Nova Bis - Cartola,2005,album_musical,"[""samba"", ""mpb"", ""bossa nova""]",[],2.2,0,https://i.scdn.co/image/ab67616d0000b27318c2e976c8707c1fe851c0df,Álbum de Cartola,"{""id_artista_spotify"": ""0RSWHhBUwW7lhCqXqxKxWN"", ""nome_artista"": ""Cartola"", ""spotify_id"": ""3GUahUWY4gOoPs2Pb3vfrW"", ""total_faixas"": 24, ""gravadora"": ""EMI"", ""tipo"": ""album""}",10
Viva,2004,album_musical,"[""samba"", ""mpb"", ""bossa nova""]",[],1.7,0,https://i.scdn.co/image/ab67616d0000b273af8154fe0d15491af85690c0,Álbum de Cartola,"{""id_artista_spotify"": ""0RSWHhBUwW7lhCqXqxKxWN"", ""nome_artista"": ""Cartola"", ""spotify_id"": ""00IxPGpvmN2cibMWUEWmUJ"", ""total_faixas"": 17, ""gravadora"": ""EMI Brazil"", ""tipo"": ""album""}",10
Talento,2004,album_musical,"[""samba"", ""mpb"", ""bossa nova""]",[],2.3,0,https://i.scdn.co/image/ab67616d0000b273afa3ffd38031fa48f2ab34ef,Álbum de Cartola,"{""id_artista_spotify"": ""0RSWHhBUwW7lhCqXqxKxWN"", ""nome_artista"": ""Cartola"", ""spotify_id"": ""32WYXGfOSisG19dyR5kaX5"", ""total_faixas"": 14, ""gravadora"": ""EMI Brazil"", ""tipo"": ""album""}",10
Mpb Compositores,2000,album_musical,"[""samba"", ""mpb"", ""bossa nova""]",[],1.5,0,https://i.scdn.co/image/ab67616d0000b273a06a0b20ea1f55525a2ce2b7,Álbum de Cartola,"{""id_artista_spotify"": ""0RSWHhBUwW7lhCqXqxKxWN"", ""nome_artista"": ""Cartola"", ""spotify_id"": ""5H3kGuE1qKRCW85evC8MtM"", ""total_faixas"": 12, ""gravadora"": ""Star Music"", ""tipo"": ""album""}",10
Raizes Do Samba,1999,album_musical,"[""samba"", ""mpb"", ""bossa nova""]",[],3.1,0,https://i.scdn.co/image/ab67616d0000b273e48335343c65b1535919788b,Álbum de Cartola,"{""id_artista_spotify"": ""0RSWHhBUwW7lhCqXqxKxWN"", ""nome_artista"": ""Cartola"", ""spotify_id"": ""0i9SwtLwZ8cOuH5qtkwTvT"", ""total_faixas"": 20, ""gravadora"": ""EMI"", ""tipo"": ""album""}",10
Ensaio (Ao Vivo),1996,album_musical,"[""samba"", ""mpb"", ""bossa nova""]",[],1.6,0,https://i.scdn.co/image/ab67616d0000b273fb1731d649826b9ea6962612,Álbum de Cartola,"{""id_artista_spotify"": ""0RSWHhBUwW7lhCqXqxKxWN"", ""nome_artista"": ""Cartola"", ""spotify_id"": ""14pfGGIv1GgUi33RzIYvEw"", ""total_faixas"": 13, ""gravadora"": ""Ipanema Records"", ""tipo"": ""album""}",10
Série Aplauso - Cartola,1995,album_musical,"[""samba"", ""mpb"", ""bossa nova""]",[],1.3,0,https://i.scdn.co/image/ab67616d0000b2730854306bba92b82508c2a8f2,Álbum de Cartola,"{""id_artista_spotify"": ""0RSWHhBUwW7lhCqXqxKxWN"", ""nome_artista"": ""Cartola"", ""spotify_id"": ""17s5hFsbz7F6ZqMetGcawH"", ""total_faixas"": 14, ""gravadora"": ""Sony Music Entertainment"", ""tipo"": ""album""}",10
Pranto de Poeta: Série Documento,1989,album_musical,"[""samba"", ""mpb"", ""bossa nova""]",[],1.5,0,https://i.scdn.co/image/ab67616d0000b273d25e645ff6d09fc9c2d46cac,Álbum de Cartola,"{""id_artista_spotify"": ""0RSWHhBUwW7lhCqXqxKxWN"", ""nome_artista"": ""Cartola"", ""spotify_id"": ""6OesyycZ0Edm7vTo3ztdY7"", ""total_faixas"": 14, ""gravadora"": ""Sony Music Entertainment"", ""tipo"": ""album""}",10
Documento Inédito,1982,album_musical,"[""samba"", ""mpb"", ""bossa nova""]",[],1.8,0,https://i.scdn.co/image/ab67616d0000b273e3ba9bab5ddb420965e95efb,Álbum de Cartola,"{""id_artista_spotify"": ""0RSWHhBUwW7lhCqXqxKxWN"", ""nome_artista"": ""Cartola"", ""spotify_id"": ""78y7R4DlZTTPaajjPZSllG"", ""total_faixas"": 8, ""gravadora"": ""Ipanema Records"", ""tipo"": ""album""}",10
Cartola 70 Anos,1979,album_musical,"[""samba"", ""mpb"", ""bossa nova""]",[],2.5,0,https://i.scdn.co/image/ab67616d0000b273c0b59a8faf6d97bc21c06e8e,Álbum de Cartola,"{""id_artista_spotify"": ""0RSWHhBUwW7lhCqXqxKxWN"", ""nome_artista"": ""Cartola"", ""spotify_id"": ""1VUAiRwhWFY7f1YV28gYRL"", ""total_faixas"": 12, ""gravadora"": ""RCA Records Label"", ""tipo"": ""album""}",10
Verde Que Te Quero Rosa,1977,album_musical,"[""samba"", ""mpb"", ""bossa nova""]",[],2.6,0,https://i.scdn.co/image/ab67616d0000b2736b77646cf7763f065918e66c,Álbum de Cartola,"{""id_artista_spotify"": ""0RSWHhBUwW7lhCqXqxKxWN"", ""nome_artista"": ""Cartola"", ""spotify_id"": ""4eg7RnkSQfHphqQKK6x0UT"", ""total_faixas"": 12, ""gravadora"": ""RCA Records Label"", ""tipo"": ""album""}",10
Cartola (1976),1976,album_musical,"[""samba"", ""mpb"", ""bossa nova""]",[],3.5,0,https://i.scdn.co/image/ab67616d0000b2739854c0ddb18055c616154d18,Álbum de Cartola,"{""id_artista_spotify"": ""0RSWHhBUwW7lhCqXqxKxWN"", ""nome_artista"": ""Cartola"", ""spotify_id"": ""7x7UYZtatkx5fnqBOhmx1b"", ""total_faixas"": 12, ""gravadora"": ""Universal Music Ltda."", ""tipo"": ""album""}",10
Adoniran Barbosa,0,artista_musical,"[""samba"", ""mpb"", ""bossa nova""]",[],3.2,406153,https://i.scdn.co/image/ab6761610000e5eb75bd68b8584cf51106121882,Artista importado via Spotify API.,"{""spotify_id"": ""7vTlV3ajnMxl5l0ahupUeP"", ""popularidade_raw"": 56, ""tipo"": ""artista""}",10
Relicário: Adoniran Barbosa (Ao Vivo no Sesc 1980),2023,album_musical,"[""samba"", ""mpb"", ""bossa nova""]",[],1.8,0,https://i.scdn.co/image/ab67616d0000b273df3da21e6e0d6de9d1e78724,Álbum de Adoniran Barbosa,"{""id_artista_spotify"": ""7vTlV3ajnMxl5l0ahupUeP"", ""nome_artista"": ""Adoniran Barbosa"", ""spotify_id"": ""4PrGpiVUxf1YffiJ27BFgI"", ""total_faixas"": 11, ""gravadora"": ""Selo Sesc [dist. Tratore]"", ""tipo"": ""album""}",10
Raridades,2022,album_musical,"[""samba"", ""mpb"", ""bossa nova""]",[],2.1,0,https://i.scdn.co/image/ab67616d0000b273262a8efb7ea3f2efce68a454,Álbum de Adoniran Barbosa,"{""id_artista_spotify"": ""7vTlV3ajnMxl5l0ahupUeP"", ""nome_artista"": ""Adoniran Barbosa"", ""spotify_id"": ""3ZXxphsBwaJty9q6A6uBnM"", ""total_faixas"": 10, ""gravadora"": ""WM Brazil"", ""tipo"": ""album""}",10
Adoniran Barbosa Ao Vivo,2013,album_musical,"[""samba"", ""mpb"", ""bossa nova""]",[],1.9,0,https://i.scdn.co/image/ab67616d0000b2731931c90cc3a1f93854965994,Álbum de Adoniran Barbosa,"{""id_artista_spotify"": ""7vTlV3ajnMxl5l0ahupUeP"", ""nome_artista"": ""Adoniran Barbosa"", ""spotify_id"": ""0e0bPR9py8WwF3aL6Hy0K7"", ""total_faixas"": 13, ""gravadora"": ""Kuarup Music"", ""tipo"": ""album""}",10
Saudosa Maloca,2010,album_musical,"[""samba"", ""mpb"", ""bossa nova""]",[],2.3,0,https://i.scdn.co/image/ab67616d0000b273a01364203b65d2ba71ee0851,Álbum de Adoniran Barbosa,"{""id_artista_spotify"": ""7vTlV3ajnMxl5l0ahupUeP"", ""nome_artista"": ""Adoniran Barbosa"", ""spotify_id"": ""7n51FJux5LxyXaq5pFqZhM"", ""total_faixas"": 14, ""gravadora"": ""EMI"", ""tipo"": ""album""}",10
Talento,2004,album_musical,"[""samba"", ""mpb"", ""bossa nova""]",[],2.2,0,https://i.scdn.co/image/ab67616d0000b27353489dfd5477dc88416806ab,Álbum de Adoniran Barbosa,"{""id_artista_spotify"": ""7vTlV3ajnMxl5l0ahupUeP"", ""nome_artista"": ""Adoniran Barbosa"", ""spotify_id"": ""7aF1VlYT78LXObhKKX0kiT"", ""total_faixas"": 14, ""gravadora"": ""EMI Brazil"", ""tipo"": ""album""}",10
Adoniran Barbosa,2003,album_musical,"[""samba"", ""mpb"", ""bossa nova""]",[],1.8,0,https://i.scdn.co/image/ab67616d0000b2733a218c737109c48f907ecec2,Álbum de Adoniran Barbosa,"{""id_artista_spotify"": ""7vTlV3ajnMxl5l0ahupUeP"", ""nome_artista"": ""Adoniran Barbosa"", ""spotify_id"": ""78XPjO3BFPcWtCqiGvYbOd"", ""total_faixas"": 12, ""gravadora"": ""EMI Brazil"", ""tipo"": ""album""}",10
Para Sempre,2001,album_musical,"[""samba"", ""mpb"", ""bossa nova""]",[],2.7,0,https://i.scdn.co/image/ab67616d0000b273ae238de2917a9cc997dedd6d,Álbum de Adoniran Barbosa,"{""id_artista_spotify"": ""7vTlV3ajnMxl5l0ahupUeP"", ""nome_artista"": ""Adoniran Barbosa"", ""spotify_id"": ""377Lmb4EKi6WZAuTdvm4RF"", ""total_faixas"": 12, ""gravadora"": ""EMI"", ""tipo"": ""album""}",10
Bis - Adoniran Barbosa,2000,album_musical,"[""samba"", ""mpb"", ""bossa nova""]",[],2.4,0,https://i.scdn.co/image/ab67616d0000b2738d06934f2a1db7d918850a25,Álbum de Adoniran Barbosa,"{""id_artista_spotify"": ""7vTlV3ajnMxl5l0ahupUeP"", ""nome_artista"": ""Adoniran Barbosa"", ""spotify_id"": ""6epOgu4VC7IP6LJGsBDHPU"", ""total_faixas"": 26, ""gravadora"": ""EMI"", ""tipo"": ""album""}",10
Cartola,0,artista_musical,"[""samba"", ""mpb"", ""bossa nova""]",[],3.3,842459,https://i.scdn.co/image/ab6761610000e5ebffc0e1c1c34a367de45d81cc,Artista importado via Spotify API.,"{""spotify_id"": ""0RSWHhBUwW7lhCqXqxKxWN"", ""popularidade_raw"": 58, ""tipo"": ""artista""}",10
Programa Ensaio (1974) com Cartola e Leci Brandão,2025,album_musical,"[""samba"", ""mpb"", ""bossa nova""]",[],2.2,0,https://i.scdn.co/image/ab67616d0000b273f9ba34dd19e26074492fb037,Álbum de Cartola,"{""id_artista_spotify"": ""0RSWHhBUwW7lhCqXqxKxWN"", ""nome_artista"": ""Cartola"", ""spotify_id"": ""3kZM5wonUTxla3t14wmiB6"", ""total_faixas"": 15, ""gravadora"": ""SINC"", ""tipo"": ""album""}",10
Viva Cartola,2023,album_musical,"[""samba"", ""mpb"", ""bossa nova""]",[],2.1,0,https://i.scdn.co/image/ab67616d0000b27385bd5bf27fca83af8890b232,Álbum de Cartola,"{""id_artista_spotify"": ""0RSWHhBUwW7lhCqXqxKxWN"", ""nome_artista"": ""Cartola"", ""spotify_id"": ""7oGi2yi9y1EI3ZpIA82yOM"", ""total_faixas"": 17, ""gravadora"": ""Ipanema / SINC"", ""tipo"": ""album""}",10
Tempos Idos,2015,album_musical,"[""samba"", ""mpb"", ""bossa nova""]",[],2.2,0,https://i.scdn.co/image/ab67616d0000b2736b313cc4fa328dd4e3de761d,Álbum de Cartola,"{""id_artista_spotify"": ""0RSWHhBUwW7lhCqXqxKxWN"", ""nome_artista"": ""Cartola"", ""spotify_id"": ""6jP0AUYrLD3CUBgoJQvLqE"", ""total_faixas"": 10, ""gravadora"": ""Universal Music Ltda."", ""tipo"": ""album""}",10
