id,titulo,ano_lancamento,classificacao
2818,Mado King Granzort,1989.0,0
2823,Barbapapa,1974.0,10
2828,Nobody's Boy Remi,1977.0,0
2835,Patalliro!,1982.0,12
2836,Vicky the Viking,1974.0,0
2903,Charge!! Men's Private School,1988.0,16
2923,Shugo Chara!,2007.0,10
2924,ef - a tale of memories.,2007.0,12
2926,Myself; Yourself,2007.0,12
2927,KimiKiss: Pure Rouge,2007.0,12
2931,Mokke,2007.0,10
2938,Legendary Idol Eriko,1989.0,12
2963,Minami-ke,2007.0,12
2964,Blue Drop,2007.0,12
2966,Spice and Wolf,2008.0,12
2970,Night Wizard,2007.0,12
2985,Neuro: Supernatural Detective,2007.0,16
2986,Bamboo Blade,2007.0,12
2987,Ginga Hyouryuu Vifam,1983.0,0
2993,Rosario + Vampire,2008.0,18
3001,Moyashimon,2007.0,12
3002,Kaiji: Ultimate Survivor,2007.0,16
3009,Tiger Mask,1969.0,12
3010,The Magnificent Zorro,1996.0,12
